thisN,thisTrialN,thisRepN,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,mouse.clicked_name,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,num_distr,trial.started,fixation.started,target.started,mouse.started,trial.stopped,trials.mouse.x,trials.mouse.y,trials.mouse.leftButton,trials.mouse.midButton,trials.mouse.rightButton,trials.mouse.time,trials.mouse.clicked_name,participant,session,date,expName,expVersion,psychopyVersion,frameRate,expStart,
99,0,99,[np.float64(0.02361111111111111)],[np.float64(-0.2375)],[1],[0],[0],[1.0148677910037804],['target'],99,0,99,0,142.3656078750064,,10,142.3560792500066,142.3656078750064,142.3656078750064,0.017230083991307765,143.3709850830055,[np.float64(0.02361111111111111)],[np.float64(-0.2375)],[1],[0],[0],[1.0148677910037804],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
100,0,100,[np.float64(-0.44027777777777777)],[np.float64(0.04027777777777778)],[1],[0],[0],[1.217630500002997],['target'],100,0,100,0,143.39548679199652,,10,143.38661787500314,143.39548679199652,143.39548679199652,0.015519250009674579,144.6042960420018,[np.float64(-0.44027777777777777)],[np.float64(0.04027777777777778)],[1],[0],[0],[1.217630500002997],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
101,0,101,[np.float64(0.1527777777777778)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.2426465419994202],['target'],101,0,101,0,144.6201069999952,,5,144.61274366700673,144.6201069999952,144.6201069999952,0.008336291997693479,145.85545212500438,[np.float64(0.1527777777777778)],[np.float64(-0.43333333333333335)],[1],[0],[0],[1.2426465419994202],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
102,0,102,[np.float64(-0.2263888888888889)],[np.float64(-0.42083333333333334)],[1],[0],[0],[1.0561607500130776],['target'],102,0,102,0,145.87288187499507,,5,145.86543508300383,145.87288187499507,145.87288187499507,0.00986600000760518,146.92165679200843,[np.float64(-0.2263888888888889)],[np.float64(-0.42083333333333334)],[1],[0],[0],[1.0561607500130776],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
103,0,103,[np.float64(-0.1111111111111111)],[np.float64(0.10138888888888889)],[1],[0],[0],[0.9144805420073681],['target'],103,0,103,0,146.94977637499687,,10,146.93997270800173,146.94977637499687,146.94977637499687,0.018177459001890384,147.85449974999938,[np.float64(-0.1111111111111111)],[np.float64(0.10138888888888889)],[1],[0],[0],[0.9144805420073681],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
104,0,104,[np.float64(-0.41388888888888886)],[np.float64(-0.3375)],[1],[0],[0],[1.7527738750068238],['target'],104,0,104,0,147.87860325000656,,10,147.86911254200095,147.87860325000656,147.87860325000656,0.014500040997518227,149.62193858300452,[np.float64(-0.41388888888888886)],[np.float64(-0.3375)],[1],[0],[0],[1.7527738750068238],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
105,0,105,[np.float64(-0.175)],[np.float64(-0.2861111111111111)],[1],[0],[0],[0.8927815420029219],['target'],105,0,105,0,149.63730550000037,,5,149.63009137500194,149.63730550000037,149.63730550000037,0.008033874997636303,150.52293591700436,[np.float64(-0.175)],[np.float64(-0.2861111111111111)],[1],[0],[0],[0.8927815420029219],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
106,0,106,[np.float64(-0.3541666666666667)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.1311719170043943],['target'],106,0,106,0,150.5506267919991,,10,150.54081333300564,150.5506267919991,150.5506267919991,0.017758624991984107,152.67204141699767,[np.float64(-0.3541666666666667)],[np.float64(0.3416666666666667)],[1],[0],[0],[2.1311719170043943],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
107,0,107,[np.float64(0.2)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.4740649169980315],['target'],107,0,107,0,152.68829366700083,,5,152.6812092080072,152.68829366700083,152.68829366700083,0.009036584000568837,154.15533700000378,[np.float64(0.2)],[np.float64(0.3333333333333333)],[1],[0],[0],[1.4740649169980315],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
108,0,108,[np.float64(0.08333333333333333)],[np.float64(-0.3861111111111111)],[1],[0],[0],[1.808508249989245],['target'],108,0,108,0,154.1728887079953,,5,154.16504641700885,154.1728887079953,154.1728887079953,0.009589874985977076,155.97361712499696,[np.float64(0.08333333333333333)],[np.float64(-0.3861111111111111)],[1],[0],[0],[1.808508249989245],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
109,0,109,[np.float64(0.2111111111111111)],[np.float64(-0.24027777777777778)],[1],[0],[0],[2.1614645830122754],['target'],109,0,109,0,156.0036710830027,,10,155.99351916700834,156.0036710830027,156.0036710830027,0.019767375008086674,158.15502666700922,[np.float64(0.2111111111111111)],[np.float64(-0.24027777777777778)],[1],[0],[0],[2.1614645830122754],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
110,0,110,[np.float64(0.33194444444444443)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.359635208005784],['target'],110,0,110,0,158.170868583009,,5,158.16361033300927,158.170868583009,158.170868583009,0.008456916999421082,159.52330625000468,[np.float64(0.33194444444444443)],[np.float64(-0.3541666666666667)],[1],[0],[0],[1.359635208005784],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
111,0,111,[np.float64(0.30833333333333335)],[np.float64(-0.16527777777777777)],[1],[0],[0],[0.8543186669994611],['target'],111,0,111,0,159.54441033300827,,5,159.5347979579965,159.54441033300827,159.54441033300827,0.011364124991814606,160.3891805000021,[np.float64(0.30833333333333335)],[np.float64(-0.16527777777777777)],[1],[0],[0],[0.8543186669994611],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
112,0,112,"[np.float64(0.25277777777777777), np.float64(0.22083333333333333)]","[np.float64(0.08611111111111111), np.float64(0.0625)]","[1, 1]","[0, 0]","[0, 0]","[0.7889738330122782, 1.256196665999596]","[None, 'target']",112,0,112,0,160.40903266699752,,5,160.40024704200914,160.40903266699752,160.40903266699752,0.010938249994069338,161.65651745800278,"[np.float64(0.25277777777777777), np.float64(0.22083333333333333)]","[np.float64(0.08611111111111111), np.float64(0.0625)]","[1, 1]","[0, 0]","[0, 0]","[0.7889738330122782, 1.256196665999596]","[None, 'target']",Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
113,0,113,[np.float64(0.16805555555555557)],[np.float64(0.10972222222222222)],[1],[0],[0],[0.5820174170075916],['target'],113,0,113,0,161.67872791700938,,5,161.66864524999983,161.67872791700938,161.67872791700938,0.011956875008763745,162.25075145800656,[np.float64(0.16805555555555557)],[np.float64(0.10972222222222222)],[1],[0],[0],[0.5820174170075916],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
114,0,114,[np.float64(0.09027777777777778)],[np.float64(0.36666666666666664)],[1],[0],[0],[0.8568932920024963],['target'],114,0,114,0,162.27570979199663,,5,162.2656072499958,162.27570979199663,162.27570979199663,0.014684750000014901,163.12255379199632,[np.float64(0.09027777777777778)],[np.float64(0.36666666666666664)],[1],[0],[0],[0.8568932920024963],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
115,0,115,[np.float64(0.14444444444444443)],[np.float64(0.3527777777777778)],[1],[0],[0],[1.3155704579985468],['target'],115,0,115,0,163.15056920799543,,10,163.14067720800813,163.15056920799543,163.15056920799543,0.018002666998654604,164.45630416700442,[np.float64(0.14444444444444443)],[np.float64(0.3527777777777778)],[1],[0],[0],[1.3155704579985468],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
116,0,116,[np.float64(-0.1763888888888889)],[np.float64(-0.14444444444444443)],[1],[0],[0],[1.022343999997247],['target'],116,0,116,0,164.47423833300127,,5,164.46695299999556,164.47423833300127,164.47423833300127,0.010466500010807067,165.48934450000525,[np.float64(-0.1763888888888889)],[np.float64(-0.14444444444444443)],[1],[0],[0],[1.022343999997247],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
117,0,117,[np.float64(-0.30277777777777776)],[np.float64(0.14444444444444443)],[1],[0],[0],[2.299143041993375],['target'],117,0,117,0,165.5167145000014,,10,165.50703058300132,165.5167145000014,165.5167145000014,0.017567749993759207,167.80621187500947,[np.float64(-0.30277777777777776)],[np.float64(0.14444444444444443)],[1],[0],[0],[2.299143041993375],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
118,0,118,[np.float64(-0.41388888888888886)],[np.float64(0.02638888888888889)],[1],[0],[0],[1.0247287499951199],['target'],118,0,118,0,167.82186458300566,,5,167.81451187499624,167.82186458300566,167.82186458300566,0.008189165993826464,168.83930212500854,[np.float64(-0.41388888888888886)],[np.float64(0.02638888888888889)],[1],[0],[0],[1.0247287499951199],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
119,0,119,[np.float64(0.2652777777777778)],[np.float64(0.2916666666666667)],[1],[0],[0],[1.24735841700749],['target'],119,0,119,0,168.86860691700713,,10,168.8582843750046,168.86860691700713,168.86860691700713,0.01884566599619575,170.1056915000081,[np.float64(0.2652777777777778)],[np.float64(0.2916666666666667)],[1],[0],[0],[1.24735841700749],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
120,0,120,[np.float64(-0.11388888888888889)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.741986666995217],['target'],120,0,120,0,170.12216770800296,,5,170.11471133300802,170.12216770800296,170.12216770800296,0.008890917000826448,171.85676054199575,[np.float64(-0.11388888888888889)],[np.float64(0.4666666666666667)],[1],[0],[0],[1.741986666995217],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
121,0,121,[np.float64(0.36527777777777776)],[np.float64(0.05694444444444444)],[1],[0],[0],[1.4610796249908162],['target'],121,0,121,0,171.88827970800048,,10,171.87786370799586,171.88827970800048,171.88827970800048,0.02095341701351572,173.3389828750078,[np.float64(0.36527777777777776)],[np.float64(0.05694444444444444)],[1],[0],[0],[1.4610796249908162],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
122,0,122,[np.float64(-0.3055555555555556)],[np.float64(-0.17083333333333334)],[1],[0],[0],[1.083729250007309],['target'],122,0,122,0,173.36457558300754,,10,173.35538575000828,173.36457558300754,173.36457558300754,0.01627849999931641,174.439166791999,[np.float64(-0.3055555555555556)],[np.float64(-0.17083333333333334)],[1],[0],[0],[1.083729250007309],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
123,0,123,[np.float64(-0.05138888888888889)],[np.float64(0.16666666666666666)],[1],[0],[0],[0.9745921659923624],['target'],123,0,123,0,174.4562179170025,,5,174.44833875000768,174.4562179170025,174.4562179170025,0.009056167007656768,175.42299820799963,[np.float64(-0.05138888888888889)],[np.float64(0.16666666666666666)],[1],[0],[0],[0.9745921659923624],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
124,0,124,[np.float64(0.4597222222222222)],[np.float64(0.15694444444444444)],[1],[0],[0],[1.172754667000845],['target'],124,0,124,0,175.44085900000937,,5,175.43318983299832,175.44085900000937,175.44085900000937,0.010057874998892657,176.6060028750071,[np.float64(0.4597222222222222)],[np.float64(0.15694444444444444)],[1],[0],[0],[1.172754667000845],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
125,0,125,[np.float64(-0.10833333333333334)],[np.float64(-0.2847222222222222)],[1],[0],[0],[1.1231810000026599],['target'],125,0,125,0,176.62616991699906,,5,176.61721837500227,176.62616991699906,176.62616991699906,0.01108475000364706,177.7404571250081,[np.float64(-0.10833333333333334)],[np.float64(-0.2847222222222222)],[1],[0],[0],[1.1231810000026599],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
126,0,126,[np.float64(-0.24722222222222223)],[np.float64(-0.05277777777777778)],[1],[0],[0],[1.0880167089926545],['target'],126,0,126,0,177.7597297080065,,5,177.7516287920007,177.7597297080065,177.7597297080065,0.01104229201155249,178.8397094999964,[np.float64(-0.24722222222222223)],[np.float64(-0.05277777777777778)],[1],[0],[0],[1.0880167089926545],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
127,0,127,[np.float64(0.4041666666666667)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.6302779580000788],['target'],127,0,127,0,178.86906087500392,,10,178.85856283300382,178.86906087500392,178.86906087500392,0.018732083990471438,180.4888786250085,[np.float64(0.4041666666666667)],[np.float64(0.19583333333333333)],[1],[0],[0],[1.6302779580000788],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
128,0,128,[np.float64(-0.0375)],[np.float64(0.30694444444444446)],[1],[0],[0],[0.9698007499973755],['target'],128,0,128,0,180.51262166700326,,10,180.50317995800287,180.51262166700326,180.51262166700326,0.014173582996590994,181.47304195800098,[np.float64(-0.0375)],[np.float64(0.30694444444444446)],[1],[0],[0],[0.9698007499973755],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
129,0,129,[np.float64(-0.42777777777777776)],[np.float64(-0.39861111111111114)],[1],[0],[0],[1.9174828329996672],['target'],129,0,129,0,181.49781825000537,,10,181.4887437080033,181.49781825000537,181.49781825000537,0.01557416700234171,183.40627270800178,[np.float64(-0.42777777777777776)],[np.float64(-0.39861111111111114)],[1],[0],[0],[1.9174828329996672],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
130,0,130,[np.float64(-0.09027777777777778)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.052417458005948],['target'],130,0,130,0,183.42935487499926,,10,183.42036333300348,183.42935487499926,183.42935487499926,0.013974084009532817,184.47283400000015,[np.float64(-0.09027777777777778)],[np.float64(0.022222222222222223)],[1],[0],[0],[1.052417458005948],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
131,0,131,[np.float64(-0.31805555555555554)],[np.float64(0.09583333333333334)],[1],[0],[0],[1.058700666995719],['target'],131,0,131,0,184.4881193330075,,5,184.48087995800597,184.4881193330075,184.4881193330075,0.007925083002191968,185.5396521250077,[np.float64(-0.31805555555555554)],[np.float64(0.09583333333333334)],[1],[0],[0],[1.058700666995719],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
132,0,132,[np.float64(-0.22916666666666666)],[np.float64(0.06805555555555555)],[1],[0],[0],[0.9484865830017952],['target'],132,0,132,0,185.5687087920087,,10,185.55756970800576,185.5687087920087,185.5687087920087,0.01780358300311491,186.50609566700587,[np.float64(-0.22916666666666666)],[np.float64(0.06805555555555555)],[1],[0],[0],[0.9484865830017952],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
133,0,133,[np.float64(-0.5152777777777777)],[np.float64(0.39444444444444443)],[1],[0],[0],[2.05163979200006],['target'],133,0,133,0,186.53511729200545,,10,186.5225552500051,186.53511729200545,186.53511729200545,0.016331542006810196,188.57424587500282,[np.float64(-0.5152777777777777)],[np.float64(0.39444444444444443)],[1],[0],[0],[2.05163979200006],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
134,0,134,[np.float64(0.2791666666666667)],[np.float64(0.46805555555555556)],[1],[0],[0],[1.9175416660000337],['target'],134,0,134,0,188.5983241250069,,10,188.58906970800308,188.5983241250069,188.5983241250069,0.014708791000884958,190.50666462500521,[np.float64(0.2791666666666667)],[np.float64(0.46805555555555556)],[1],[0],[0],[1.9175416660000337],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
135,0,135,[np.float64(0.5180555555555556)],[np.float64(-0.3)],[1],[0],[0],[1.4196662089962047],['target'],135,0,135,0,190.53016033300082,,10,190.5212492080027,190.53016033300082,190.53016033300082,0.01447241599089466,191.9409697920055,[np.float64(0.5180555555555556)],[np.float64(-0.3)],[1],[0],[0],[1.4196662089962047],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
136,0,136,[np.float64(0.38472222222222224)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.0492779580090428],['target'],136,0,136,0,191.96932662499603,,10,191.95713908299513,191.96932662499603,191.96932662499603,0.016040957998484373,193.0064691669977,[np.float64(0.38472222222222224)],[np.float64(0.1361111111111111)],[1],[0],[0],[1.0492779580090428],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
137,0,137,[np.float64(0.029166666666666667)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.0760451249952894],['target'],137,0,137,0,193.02200220800296,,5,193.01449095799762,193.02200220800296,193.02200220800296,0.007909709005616605,194.0906141250016,[np.float64(0.029166666666666667)],[np.float64(-0.07916666666666666)],[1],[0],[0],[1.0760451249952894],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
138,0,138,[np.float64(0.19027777777777777)],[np.float64(0.04722222222222222)],[1],[0],[0],[0.7729282910004258],['target'],138,0,138,0,194.10863137499837,,5,194.10084487500717,194.10863137499837,194.10863137499837,0.010100083003635518,194.87384795800608,[np.float64(0.19027777777777777)],[np.float64(0.04722222222222222)],[1],[0],[0],[0.7729282910004258],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
139,0,139,[np.float64(-0.17222222222222222)],[np.float64(0.3236111111111111)],[1],[0],[0],[2.864851042002556],['target'],139,0,139,0,194.90309166700172,,10,194.89263316700817,194.90309166700172,194.90309166700172,0.018652541999472305,197.75752316700527,[np.float64(-0.17222222222222222)],[np.float64(0.3236111111111111)],[1],[0],[0],[2.864851042002556],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
140,0,140,[np.float64(-0.3611111111111111)],[np.float64(-0.38333333333333336)],[1],[0],[0],[1.7028887499909615],['target'],140,0,140,0,197.78083791700192,,10,197.77174537500832,197.78083791700192,197.78083791700192,0.014088749987422489,199.47468933300115,[np.float64(-0.3611111111111111)],[np.float64(-0.38333333333333336)],[1],[0],[0],[1.7028887499909615],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
141,0,141,[np.float64(-0.43333333333333335)],[np.float64(-0.1986111111111111)],[1],[0],[0],[1.0161928330053343],['target'],141,0,141,0,199.49940633300866,,10,199.49005408299854,199.49940633300866,199.49940633300866,0.015234499995131046,200.5062988330028,[np.float64(-0.43333333333333335)],[np.float64(-0.1986111111111111)],[1],[0],[0],[1.0161928330053343],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
142,0,142,[np.float64(0.03611111111111111)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.0842951250087935],['target'],142,0,142,0,200.53156275000947,,10,200.52205949999916,200.53156275000947,200.53156275000947,0.015650165994884446,201.60639708300005,[np.float64(0.03611111111111111)],[np.float64(-0.05416666666666667)],[1],[0],[0],[1.0842951250087935],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
143,0,143,[np.float64(0.39861111111111114)],[np.float64(0.3486111111111111)],[1],[0],[0],[1.9198287500039442],['target'],143,0,143,0,201.63099629200588,,10,201.62159291699936,201.63099629200588,201.63099629200588,0.015072832989972085,203.54148245800752,[np.float64(0.39861111111111114)],[np.float64(0.3486111111111111)],[1],[0],[0],[1.9198287500039442],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
144,0,144,[np.float64(-0.06805555555555555)],[np.float64(0.1)],[1],[0],[0],[1.0169513750006445],['target'],144,0,144,0,203.5659986249957,,10,203.55673366700648,203.5659986249957,203.5659986249957,0.015121500007808208,204.57373416700284,[np.float64(-0.06805555555555555)],[np.float64(0.1)],[1],[0],[0],[1.0169513750006445],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
145,0,145,[np.float64(-0.3416666666666667)],[np.float64(0.45)],[1],[0],[0],[1.7591509580088314],['target'],145,0,145,0,204.5891966670024,,5,204.58190649999597,204.5891966670024,204.5891966670024,0.008062125009018928,206.34113154200895,[np.float64(-0.3416666666666667)],[np.float64(0.45)],[1],[0],[0],[1.7591509580088314],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
146,0,146,[np.float64(0.05416666666666667)],[np.float64(-0.3402777777777778)],[1],[0],[0],[1.1212235830025747],['target'],146,0,146,0,206.36013870799798,,5,206.35204962499847,206.36013870799798,206.36013870799798,0.01078733301255852,207.47333129199978,[np.float64(0.05416666666666667)],[np.float64(-0.3402777777777778)],[1],[0],[0],[1.1212235830025747],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
147,0,147,[np.float64(-0.1625)],[np.float64(0.4125)],[1],[0],[0],[1.331772457997431],['target'],147,0,147,0,207.50154720799765,,10,207.49156262500037,207.50154720799765,207.50154720799765,0.01811258398811333,208.82337833300699,[np.float64(-0.1625)],[np.float64(0.4125)],[1],[0],[0],[1.331772457997431],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
148,0,148,"[np.float64(0.12083333333333333), np.float64(0.14583333333333334)]","[np.float64(-0.3055555555555556), np.float64(-0.3111111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.108398540993221, 1.908686624999973]","[None, 'target']",148,0,148,0,208.83952362500713,,5,208.83221695800603,208.83952362500713,208.83952362500713,0.008704542007762939,210.74097566699493,"[np.float64(0.12083333333333333), np.float64(0.14583333333333334)]","[np.float64(-0.3055555555555556), np.float64(-0.3111111111111111)]","[1, 1]","[0, 0]","[0, 0]","[1.108398540993221, 1.908686624999973]","[None, 'target']",Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
149,0,149,[np.float64(-0.32916666666666666)],[np.float64(0.05138888888888889)],[1],[0],[0],[0.9887847079953644],['target'],149,0,149,0,210.75939508300507,,5,210.75159858299594,210.75939508300507,210.75939508300507,0.010486999992281199,211.7404360829969,[np.float64(-0.32916666666666666)],[np.float64(0.05138888888888889)],[1],[0],[0],[0.9887847079953644],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
150,0,150,[np.float64(-0.1875)],[np.float64(0.16944444444444445)],[1],[0],[0],[0.9067089169984683],['target'],150,0,150,0,211.7580581670045,,5,211.75006904199836,211.7580581670045,211.7580581670045,0.009531124989734963,212.65684125000553,[np.float64(-0.1875)],[np.float64(0.16944444444444445)],[1],[0],[0],[0.9067089169984683],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
151,0,151,[np.float64(0.1875)],[np.float64(0.15833333333333333)],[1],[0],[0],[0.874664249990019],['target'],151,0,151,0,212.67414324999845,,5,212.6664735420054,212.67414324999845,212.67414324999845,0.009513208002317697,213.54120904199954,[np.float64(0.1875)],[np.float64(0.15833333333333333)],[1],[0],[0],[0.874664249990019],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
152,0,152,[np.float64(-0.3375)],[np.float64(-0.1625)],[1],[0],[0],[0.9222542909992626],['target'],152,0,152,0,213.55983929200738,,5,213.55171841700212,213.55983929200738,213.55983929200738,0.010382125008618459,214.47403366700746,[np.float64(-0.3375)],[np.float64(-0.1625)],[1],[0],[0],[0.9222542909992626],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
153,0,153,[np.float64(0.004166666666666667)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.1721473749930738],['target'],153,0,153,0,214.49229249999917,,5,214.4842692920065,214.49229249999917,214.49229249999917,0.010116833000211045,215.6564735419961,[np.float64(0.004166666666666667)],[np.float64(-0.2722222222222222)],[1],[0],[0],[1.1721473749930738],['target'],Saloni 2,001,2025-09-29_18h11.11.332,visual search task 1,,2025.1.1,120.45501836320676,2025-09-29 18h19.10.762819 +0530,
